"","cg17805199","cg07996485","cg10138044","cg23834525","cg23657782","cg21951848","cg13874979","cg05348770","cg06952719","cg06998282","cg14904079","cg00140235","cg05313680","cg00391977","cg23882019","cg13690038","cg20357416","cg14723638","cg15175129","cg14318068","cg01674530","cg12372924","cg21598294","cg09060462","cg07253510","cg08467643","cg24665412","cg11280964","cg11163901","cg18127922","cg02941135","cg02097462","cg18880384","cg01947949","cg14144850","cg14856606","cg04030905","cg22181664","cg10762038","cg11312462","cg02853470","cg25936334","cg01753595","cg16985117","cg27312391","cg20936920","cg24517989","cg11971077","cg12635019","cg08368441","cg26115216","cg17159550","cg05788267","cg09584003","cg13773306","cg22364932","cg16941122","cg16959863","cg13871037","cg24855045","cg14350358","cg07755528","cg03321592","cg22200330","cg14855519","cg03967521","cg07642754","cg08485937","cg00901585","cg25284031","cg06410591","cg23092527","cg22053720","cg25981350","cg21595526","cg09508356","cg20075042","cg08685832","cg05652783","cg20850582","cg24683035","cg19259574","cg15283292","cg15197657","cg24767698","cg07904447","cg00271390","cg10687936","cg24384430","cg18014247","cg23411587","cg00612672","cg03678860","cg10657611","cg05747963","cg16085649","cg22806431","cg15310800","cg11341440"
"CTRL18",0.5516417,0.8727473,0.8372208,0.09090584,0.9071732,0.9655122,0.9671603,0.9539565,0.03567593,0.01211201,0.9284843,0.008009344,0.7665962,0.466162,0.6975582,0.01343136,0.735535,0.5005463,0.2609288,0.9272899,0.5209237,0.9790789,0.9611887,0.02300856,0.9588679,0.8353062,0.8587486,0.02666442,0.001798561,0.3675229,0.5449235,0.8323954,0.3460368,0.07595112,0.9546068,0.8010252,0.009473401,0.965921,0.8559872,0.8412799,0.7919254,0.05606463,0.2993753,0.8098054,0.9784311,0.9701831,0.6381773,0.004263314,0.1573351,0.01718715,0.8421133,0.6131406,0.9245391,0.6988677,0.7477265,0.9512901,0.6334218,0.9334998,0.9526637,0.69707,0.8999817,0.5974327,0.03426636,0.02062061,0.1508436,0.002915381,0.7245325,0.9363457,0.7220504,0.8116172,0.1770787,0.9845525,0.6601411,0.6275315,0.006158219,0.6362189,0.881769,0.9128059,0.962918,0.01959041,0.005459337,0.02765108,0.9198929,0.3713111,0.8247855,0.02642697,0.9372547,0.9210436,0.0741684,0.00510204,0.9694219,0.7598945,0.9270899,0.9528336,0.9270415,0.3790279,0.694685,0.92915,0.895087
"PDD36",0.712381,0.9160023,0.852103,0.1243773,0.9765174,0.9674819,0.92882,0.9620671,0.03824154,0.01935486,0.9137248,0.004425491,0.6403933,0.3949233,0.6851715,0.01384755,0.7661931,0.6375514,0.1846553,0.8207301,0.5006948,0.9822075,0.9778284,0.1106561,0.9195915,0.8718891,0.8947306,0.04305889,0.01187181,0.3905559,0.644275,0.7848983,0.5101154,0.02801627,0.8954743,0.7849649,0.0228108,0.8562906,0.820152,0.789039,0.8384563,0.05311573,0.2370511,0.9132089,0.9699692,0.9297374,0.7513427,0.009668234,0.1824767,0.01991885,0.8854,0.6438495,0.9541189,0.7176847,0.7657824,0.9753051,0.6174836,0.9150295,0.9448197,0.7278598,0.8348536,0.6287244,0.04556435,0.07506267,0.2869366,0.00223503,0.6797471,0.8921134,0.8375962,0.75405,0.09792767,0.9784581,0.6744099,0.5731407,0.01143542,0.7659623,0.9207549,0.9505147,0.9561009,0.0277318,0.0106569,0.02563564,0.9481964,0.491577,0.9560731,0.02901108,0.9804391,0.9208202,0.09988482,0.01491339,0.9692127,0.7945308,0.8882682,0.9633954,0.9490377,0.4224188,0.641098,0.9292961,0.7841646
"PDD64",0.7622596,0.9415947,0.889983,0.0828664,0.9715959,0.9288089,0.9789338,0.9896509,0.02894269,0.03931632,0.9366895,0.01004543,0.7759455,0.4076566,0.730018,0.01830348,0.8034789,0.6969952,0.2135297,0.866547,0.6147964,0.9924419,0.9601725,0.08967349,0.9517602,0.8725858,0.9402877,0.04938333,0.005815661,0.3094345,0.4807235,0.8053888,0.4917929,0.02683857,0.9400876,0.8757356,0.01181328,0.9364346,0.9110619,0.8642913,0.8960103,0.07427436,0.3118982,0.8719813,0.9780364,0.9529167,0.6358429,0.009640438,0.1173479,0.0201824,0.8716614,0.6115061,0.9016799,0.7011267,0.7192705,0.9645007,0.6125249,0.9496986,0.9330941,0.7244076,0.8169759,0.6000977,0.03185709,0.01628392,0.1528203,0.01348856,0.7531316,0.9176169,0.8673365,0.8164131,0.08488415,0.951999,0.665132,0.5288492,0.01179651,0.6565647,0.9408127,0.9174853,0.9860518,0.02297982,0.006342763,0.03193607,0.9444883,0.4529671,0.9327731,0.02964707,0.967646,0.9693861,0.1022294,0.01404398,0.9712495,0.878239,0.8965722,0.9304333,0.9668873,0.3649086,0.7244454,0.9484152,0.8036039
"PD42",0.6378993,0.948206,0.8407607,0.178742,0.9381125,0.9435208,0.9726906,0.9600145,0.02033771,0.03900319,0.9351566,0.01315023,0.809333,0.4782578,0.7716682,0.01735063,0.6907519,0.608562,0.3309764,0.930658,0.6246474,0.971395,0.9321274,0.04116971,0.9505267,0.870484,0.8630439,0.01199,0.0183501,0.2346157,0.7309889,0.9101588,0.5066584,0.05446485,0.9089301,0.8699095,0.04089471,0.8850306,0.8925635,0.8482944,0.9320483,0.06019262,0.2322587,0.8952517,0.9795553,0.9339092,0.7274991,0.002280043,0.1310563,0.01300404,0.7404984,0.755976,0.8944329,0.838737,0.6284376,0.9603664,0.6959473,0.9311399,0.9243078,0.7771502,0.866348,0.6659954,0.0314125,0.02308268,0.1527156,0.01964063,0.8274032,0.8891296,0.8155129,0.8684652,0.1516365,0.9675027,0.64428,0.5990658,0.01145879,0.7444751,0.8990275,0.9094375,0.8813467,0.02955809,0.006652924,0.03639948,0.8939145,0.2710111,0.9006129,0.04481363,0.9295645,0.8916112,0.1354108,0.0163111,0.9370772,0.810133,0.8391078,0.9287784,0.9210371,0.3057072,0.7964346,0.9394548,0.8701663
"PDD33",0.6043274,0.9407394,0.8311553,0.1036631,0.958286,0.9141323,0.9773323,0.9724144,0.02513702,0.02601227,0.9614685,0.008679928,0.8458152,0.5140364,0.640825,0.01585266,0.7437027,0.565837,0.1694532,0.9218115,0.6349651,0.9750096,0.9836555,0.06739346,0.9145337,0.8804719,0.8443812,0.01840608,0.006640397,0.2727483,0.5983608,0.8733978,0.3310515,0.05917496,0.938061,0.867722,0.03452508,0.9054543,0.8840052,0.8756663,0.8741169,0.03849249,0.2529438,0.8779893,0.961313,0.9104381,0.562922,0.006449116,0.132873,0.0218494,0.8911523,0.6668115,0.9242348,0.6885922,0.7313126,0.9690621,0.6372688,0.9377734,0.8955211,0.7648145,0.8865315,0.5702282,0.04462243,0.02173598,0.08838459,0.01030909,0.7151462,0.9186123,0.7585441,0.8329777,0.1174824,0.9710575,0.6673811,0.5728279,0.01018711,0.6858718,0.9331874,0.9658799,0.9643885,0.02307771,0.01900739,0.0340885,0.9361268,0.3887303,0.9238923,0.02858221,0.9429445,0.9457416,0.07616095,0.01425644,0.94771,0.7956413,0.9025381,0.9304945,0.9574185,0.288014,0.7032922,0.9540932,0.8592854
"PDD65",0.7445613,0.9296213,0.8499426,0.1317878,0.9768795,0.9675245,0.9599306,0.9430054,0.03024354,0.007785658,0.957955,0.00643389,0.6789338,0.4092617,0.6237661,0.01342127,0.7534237,0.6738709,0.1752191,0.8518232,0.5664119,0.9650779,0.9643187,0.08177895,0.9100089,0.8853863,0.9076995,0.03553213,0.01162016,0.3903844,0.6104068,0.8300089,0.616659,0.0326087,0.8482612,0.8768464,0.01203081,0.8801161,0.8608415,0.768849,0.8458242,0.06028636,0.3000854,0.889769,0.9744005,0.9672254,0.6819913,0.003499903,0.1083573,0.01604171,0.8510939,0.5795634,0.9519689,0.6947525,0.7682121,0.9450903,0.6178854,0.9354687,0.9438367,0.7358547,0.8734757,0.6659321,0.03620119,0.02981511,0.2875648,0.00613181,0.7761771,0.895349,0.8225941,0.7682694,0.09919342,0.9788918,0.7027947,0.6164163,0.009615385,0.6945868,0.8874047,0.9262361,0.9577926,0.03162318,0.01219512,0.03025292,0.9379461,0.4098369,0.956155,0.02843411,0.9548264,0.9495778,0.1435219,0.007547045,0.9490328,0.8181768,0.9130504,0.9803075,0.9520802,0.4466969,0.6278477,0.9118302,0.7885254
"PD62",0.6395275,0.9634518,0.741752,0.08021464,0.9472061,0.9517359,0.9741279,0.9487962,0.03802562,0.01990261,0.9581559,0.01395419,0.7708969,0.4451589,0.7011292,0.01026621,0.7606073,0.6114343,0.29338,0.8366683,0.5556404,0.9828604,0.9717887,0.09579008,0.9657395,0.8964358,0.8929123,0.02350631,0.01561943,0.2834588,0.5141892,0.8222716,0.4885484,0.04947434,0.9353388,0.8302245,0.009832139,0.9037843,0.8655514,0.8669098,0.858076,0.05232484,0.2792999,0.8667085,0.9703261,0.9423673,0.6585006,0.004964011,0.1752012,0.01203523,0.8271545,0.5804735,0.9436493,0.6515311,0.8457157,0.9636183,0.592525,0.9247824,0.9284602,0.7571856,0.8360323,0.5636497,0.03662658,0.02618396,0.1599183,0.002551081,0.7863363,0.89748,0.8389881,0.8036625,0.1574979,0.9537368,0.5836246,0.5929384,0.01315073,0.6731716,0.9312139,0.9318388,0.9147099,0.03421246,0.009845825,0.02570148,0.9329465,0.3901725,0.8948746,0.03567186,0.9233279,0.9366748,0.05060132,0.01810965,0.9278317,0.8469893,0.8531356,0.9493332,0.9406747,0.4395191,0.6624028,0.9597063,0.8813752
"PDD77",0.7319306,0.9371949,0.8143269,0.06139483,0.9697739,0.9318351,0.9735792,0.9651277,0.02710375,0.05453199,0.8963459,0.008212797,0.7130324,0.4807016,0.6884466,0.02257159,0.8069949,0.694451,0.1926478,0.8847329,0.6826291,0.9803758,0.9474667,0.1212066,0.8969831,0.9206111,0.927757,0.05808287,0.01133397,0.3758506,0.5317283,0.8231277,0.6291834,0.03026401,0.9600065,0.9110832,0.01925698,0.835892,0.914863,0.8362331,0.9036617,0.05170207,0.322744,0.8956099,0.9779978,0.9177304,0.7476984,0.01343401,0.1355466,0.02638601,0.8630249,0.7010488,0.9438785,0.7454842,0.8277974,0.9561126,0.6633008,0.9438311,0.929922,0.7538016,0.7987825,0.6865497,0.04772767,0.04730926,0.2318481,0.006721839,0.7738617,0.9031632,0.880957,0.8737968,0.1332886,0.9623555,0.6584764,0.5951831,0.01030163,0.7382276,0.913232,0.931256,0.9170969,0.02820854,0.01525986,0.02729556,0.9330018,0.3659777,0.9192729,0.03588604,0.9462033,0.9661522,0.1405647,0.01902609,0.9083361,0.8804842,0.8294603,0.9183202,0.9403843,0.4758397,0.7315255,0.9204513,0.7963053
"PDD2",0.769552,0.9701289,0.8674305,0.1095428,0.9551982,0.9238925,0.9819226,0.9775376,0.03246741,0.06315682,0.9246114,0.01220641,0.8250324,0.4674299,0.7312125,0.03274062,0.7761522,0.5773054,0.275547,0.8902537,0.6220159,0.9563135,0.9821344,0.1608123,0.9225064,0.9200985,0.9096839,0.0421466,0.02038871,0.2838087,0.640829,0.9008826,0.4874142,0.06692913,0.8941027,0.8198528,0.02010162,0.8959822,0.9285867,0.8586835,0.9249495,0.06602187,0.2529003,0.8976405,0.9619857,0.9276174,0.5878051,0.007455846,0.1387079,0.02757331,0.8581447,0.6241627,0.9284298,0.8113025,0.7283829,0.9429183,0.6335942,0.9438898,0.928418,0.7764182,0.8612046,0.6335427,0.04131192,0.02634654,0.1179155,0.0186506,0.8279977,0.9234946,0.9040625,0.8569089,0.1219485,0.9491588,0.6676841,0.5419847,0.01793283,0.6107446,0.9583576,0.9240365,0.7818369,0.02225543,0.01460722,0.04407979,0.9395756,0.3550825,0.9141941,0.03139717,0.9645464,0.9095518,0.09221437,0.02376188,0.9111838,0.8730561,0.8407275,0.9390405,0.9782475,0.3143294,0.7621415,0.9328644,0.8290062
"PD25",0.6439698,0.9450928,0.8333127,0.07701504,0.9410095,0.9345668,0.9773682,0.9584455,0.02102108,0.01650148,0.9628113,0.009231963,0.8615719,0.4810453,0.6573392,0.0168466,0.8273145,0.5877375,0.2944638,0.9139453,0.6101352,0.9825556,0.9695299,0.0520089,0.9677409,0.8532977,0.8923536,0.03154254,0.01281958,0.3128725,0.5554818,0.9138373,0.3590185,0.04932147,0.9391677,0.862458,0.007664406,0.9434119,0.8716653,0.8651933,0.914991,0.04939305,0.2518408,0.9358484,0.9813249,0.9243906,0.6828492,0.006069983,0.1606169,0.02050406,0.8808061,0.7001554,0.952852,0.7157451,0.6393432,0.9479663,0.6727126,0.9371793,0.9576744,0.7489487,0.8983844,0.6618146,0.03828658,0.02170036,0.177456,0.00596217,0.783165,0.9250781,0.922539,0.8735471,0.1813622,0.9749477,0.6650211,0.6182392,0.009833985,0.5996674,0.9328548,0.9502231,0.8998981,0.01693104,0.01436074,0.02600154,0.9446599,0.4190345,0.9308292,0.02411727,0.9507792,0.9189743,0.1624961,0.01655707,0.9684891,0.8291569,0.9137636,0.9481041,0.9569542,0.3036801,0.7419552,0.9476043,0.911009
"DLB14",0.6969451,0.9290218,0.8625325,0.1069323,0.9653486,0.9457765,0.9757249,0.9519879,0.02331285,0.006575715,0.9664385,0.001937332,0.7850462,0.4805997,0.6785942,0.006936888,0.762267,0.6626174,0.1912685,0.879698,0.6149714,0.9832693,0.9333797,0.05485397,0.9439059,0.891461,0.9177368,0.03037084,0.01858036,0.37566,0.5064032,0.8435132,0.474832,0.05580762,0.8843481,0.8496769,0.01205388,0.9292662,0.8956567,0.842767,0.8886835,0.05661914,0.2898614,0.8338478,0.9737701,0.9409749,0.6284606,0.006323519,0.1802575,0.02081269,0.8042287,0.643555,0.9518336,0.7042182,0.6775829,0.9821717,0.5924302,0.9280673,0.9559376,0.7350387,0.9030953,0.6858265,0.03405625,0.02802271,0.2022404,0.009549422,0.7616875,0.9414962,0.8491463,0.779066,0.1246842,0.9715136,0.6672625,0.7147887,0.01633739,0.5768029,0.9230497,0.931801,0.9207339,0.02211536,0.0121409,0.03807839,0.9322845,0.4418083,0.9457518,0.02984629,0.9675479,0.96035,0.1415596,0.01361604,0.9687669,0.8330702,0.8849432,0.9573175,0.9379855,0.3602818,0.7084665,0.9423327,0.8371955
